idx,title,issue,issue_date,expiry_date,strap,summary,body,updated_date,type,sitecode,published,author,commentboard,tid
50085,Melding Asian and Western Leadership,/HRM-videos/daveulrich02.flv,10/26/2010 0:00,10/25/2015 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/dave_ulrich02_cover.jpg,"Dave Ulrich, Partner & Co-founder, The RBL Group, describes how Asian leaders can further succeed in today's economic climate","<p>Dave Ulrich, Partner & Co-founder, The RBL Group, describes how Asian leaders can further succeed in today's economic climate</p>",10/21/2010 0:00,780,HRM,1,,0,780
50218,Bang for your buck,/HRM-videos/stephen_covey.flv,11/9/2010 0:00,11/10/2015 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/stephe_covey_cover.jpg,"Stephen Covey,author of The Seven Habits of Highly Effective People, says empowerment is the key to HR success in unpredictable times","<p>Pete Baker, from Procter and Gamble, explains how a strong employer brand can lead to more engaged staff</p>",10/28/2010 0:00,780,HRM,1,,0,780
60541,How branding affects engagement,/HRM-videos/pete_baker_final.flv,11/16/2010 0:00,11/16/2015 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/pete_baker_cover.jpg,"Pete Baker, from Procter and Gamble, explains how a strong employer brand can lead to more engaged staff","<p>Pete Baker, from Procter and Gamble, explains how a strong employer brand can lead to more engaged staff</p>",11/16/2010 0:00,780,HRM,1,,0,780
60594,Employer branding and talent acquisition,/HRM-videos/reddiam_raghu_ram.flv,11/23/2010 0:00,11/22/2015 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/reddiam_ram_cover.jpg,"Reddiam Raghu Ram, Head of Recruitment for Shell in Asia, explains how the group's strong employer brand brings in the best candidates","<p>Reddiam Raghu Ram, Head of Recruitment for Shell in Asia, explains how the group's strong employer brand brings in the best candidates</p>",11/18/2010 0:00,780,HRM,1,,0,780
60784,Personalising development,/HRM-videos/bob_aubrey_01.flv,11/30/2010 0:00,11/30/2115 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/bob_aubrey_cover.jpg,"Bob Aubrey, Founder & CEO, METIZO, says HR should treat staff as individuals, giving each employee a tailored career map","<p>Bob Aubrey, Founder &amp; CEO, METIZO, says HR should treat staff as individuals, giving each employee a tailored career map</p>",11/30/2010 0:00,780,HRM,1,,0,780
60890,Planning for success,/HRM-videos/bob_aubrey2ndpart.flv,12/7/2010 0:00,12/7/2015 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/bob_aubrey_cover_play02.jpg,"In the second of a two-part series, Bob Aubrey, author of Managing Your Aspirations, says all staff need a career plan that highlights their potential, not just past experiences","<p>In the second of a two-part series, Bob Aubrey, author of Managing Your Aspirations, says all staff need a career plan that highlights their potential, not just past experiences</p>",12/6/2010 0:00,780,HRM,1,,0,780
61394,Moving forward in 2011,/HRM-videos/karin_clarke_rev.flv,12/21/2010 0:00,12/21/2015 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/karin_clarke_cover.jpg,Karin Clarke of Randstad says 2011 will see an increase in salaries and a buoyant job market,<p>Karin Clarke of Randstad says 2011 will see an increase in salaries and a buoyant job market</p>,12/20/2010 0:00,780,HRM,1,,0,780
77527,Managing creative people,/HRM-videos/tristram_carfrae_final.flv,1/4/2011 0:00,1/4/2016 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/tristram_carfrae_cover.jpg,"Tristram Carfrae, development expert with design firm Arup, explains why it's ok not to have control over creative employees","<p>Tristram Carfrae, development expert with design firm Arup, explains why it's ok not to have control over creative employees</p>",1/6/2011 0:00,780,HRM,1,,0,780
81235,Effective on-boarding,/HRM-videos/pratima_krishnan.flv,1/25/2011 0:00,1/25/2016 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/pratima_krishnan_cover.jpg,"Pratima Krishnan, Employee Onboarding Lead (Asia Pacific), Credit Suisse, says effective welcoming strategies can help boost employee retention over the long term","<p>Pratima Krishnan, Employee Onboarding Lead (Asia Pacific), Credit Suisse, says effective welcoming strategies can help boost employee retention over the long term</p>
<p>&nbsp;</p>",1/24/2011 0:00,780,HRM,1,,0,780
81374,Getting the edge with on-boarding,/HRM-videos/william_chinfinal.flv,2/1/2011 0:00,2/1/2016 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/william_chin02_cover.jpg,"William Chin, Director, Staffing (APAC), Qualcomm says IT companies can stay ahead of the curve with effective on-boarding","<div dir=""ltr"" align=""left""><span class=""484530103-31012011"">William Chin, Director, Staffing (APAC), Qualcomm says IT companies can stay ahead of the curve with effective on-boarding</span></div>",2/1/2011 0:00,780,HRM,1,,0,780
81517,Engaging with fun at Yahoo!,/HRM-videos/jessie_lim.flv,2/8/2011 0:00,2/8/2016 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/jessie_lim_cover.jpg,"Fun and innovation is what makes Yahoo! tick. Jessie Lim, HR Director - SEA, tells us how HR keeps employees engaged and rewards them for having fun","<p>Fun and innovation is what makes Yahoo! tick. Jessie Lim, HR Director&nbsp;- SEA, tells us how HR keeps employees engaged and rewards them for having fun</p>",2/8/2011 0:00,780,HRM,1,,0,780
81708,Behind the Google experience,/HRM-videos/google_alexsarah.flv,2/15/2011 0:00,2/15/2016 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/google_cover.jpg,"Google continues to lead the way as an employer of choice in Singapore and the wider Asian region. Sarah Robb, Head of People Operations for Asia (General and Administrative) and Alexandra Loder, Head of People Operations for Asia (Sales)explain what's behind the enviable recruitment brand","<p>Google continues to lead the way as an employer of choice in Singapore and the wider Asian region. Sarah Robb, Head of People Operations for Asia (General and Administrative) and Alexandra Loder, Head of People Operations for Asia (Sales)explain what's behind the enviable recruitment brand</p>",2/14/2011 0:00,780,HRM,1,,0,780
82022,Grooming high potentials,/HRM-videos/lim_heng_boon.flv,3/1/2011 0:00,3/1/2016 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/lim_heng_boon_cover.jpg,"Lim Heng Boon, GM, Finance and HR, Brother International tells us how to bring out the maximum potential in top-tier talent","<p>Lim Heng Boon, GM, Finance and HR, Brother International tells us how to bring out the maximum potential in top-tier talent<br />
&nbsp;</p>",2/28/2011 0:00,780,HRM,1,,0,780
82358,Hays Award for Employer of Choice,/HRM-videos/hays_award_final.flv,3/15/2011 0:00,3/11/2016 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/hays_award_cover.jpg,First timers Google Singapore won the highly coveted Hays Award for Employer of Choice for its progressive work culture that banishes red tape and encourages employees to think out of the box,<p>First timers Google Singapore won the highly coveted Hays Award for Employer of Choice for its progressive work culture that banishes red tape and encourages employees to think out of the box</p>,3/11/2011 0:00,780,HRM,1,,0,780
82359,Hudson Award for Champion of HR,/HRM-videos/hudson_award_final.flv,2/8/2011 0:00,3/11/2016 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/hudson_award_cover.jpg,.,<p>.</p>,3/11/2011 0:00,780,HRM,1,,0,780
82360,Randstad Award for Best HR Manager,/HRM-videos/randstad_award_final.flv,2/8/2011 0:00,3/11/2016 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/randstad_award_cover.jpg,.,"<p><font color=""#FFFFFF"">.</font></p>",3/11/2011 0:00,780,HRM,1,,0,780
82361,Robert Walters Award for Best HR Leader,/HRM-videos/robert_walters_final.flv,2/8/2011 0:00,3/11/2016 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/robert_walters_award_cover.jpg,.,"<p><span style=""widows: 2; text-transform: none; text-indent: 0px; border-collapse: separate; font: medium 'Times New Roman'; white-space: normal; orphans: 2; letter-spacing: normal; color: rgb(0, 0, 0); word-spacing: 0px;"" class=""Apple-style-span""><span style=""font-family: tahoma,Arial,Helvetica,sans-serif; font-size: 12px;"" class=""Apple-style-span""><span style=""line-height: 14px; font-family: Verdana,sans-serif; font-size: 10pt;"">.</span><strong><span style=""line-height: 14px; font-family: Verdana,sans-serif; font-size: 10pt;""><br />
</span></strong></span></span></p>",3/11/2011 0:00,780,HRM,1,,0,780
82363,Grass Roots Asia Pacific Award for Best Reward & Recognition Strategies,/HRM-videos/grassroots_award_final.flv,2/8/2011 0:00,3/11/2016 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/grassroots_award_cover.jpg,.,"<p><span style=""widows: 2; text-transform: none; text-indent: 0px; border-collapse: separate; font: medium 'Times New Roman'; white-space: normal; orphans: 2; letter-spacing: normal; color: rgb(0, 0, 0); word-spacing: 0px;"" class=""Apple-style-span""><span style=""font-family: tahoma,Arial,Helvetica,sans-serif; font-size: 12px;"" class=""Apple-style-span""><font color=""#FFFFFF""><span style=""line-height: 14px; font-family: Verdana,sans-serif; font-size: 10pt;"">.</span></font><strong><span style=""line-height: 14px; font-family: Verdana,sans-serif; font-size: 10pt;""><br />
</span></strong></span></span></p>",3/11/2011 0:00,780,HRM,1,,0,780
82364,ST701 Award for Best Employer Branding,/HRM-videos/st701_mcd_final.flv,2/8/2011 0:00,3/11/2016 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/st701_award_cover.jpg,.,"<p><font size=""2""><span style=""widows: 2; text-transform: none; text-indent: 0px; border-collapse: separate; font: medium 'Times New Roman'; white-space: normal; orphans: 2; letter-spacing: normal; color: rgb(0, 0, 0); word-spacing: 0px;"" class=""Apple-style-span""><span style=""font-family: tahoma,Arial,Helvetica,sans-serif; font-size: 12px;"" class=""Apple-style-span""><span style=""line-height: 14px; font-family: Verdana,sans-serif; font-size: 10pt;"">.<br />
</span></span></span></font></p>",3/11/2011 0:00,780,HRM,1,,0,780
82365,Aviva Award for Fair Employment Practices,/HRM-videos/aviva_award_final.flv,2/8/2011 0:00,3/11/2016 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/aviva_award_cover.jpg,.,"<p><font color=""#FFFFFF"">.</font></p>",3/11/2011 0:00,780,HRM,1,,0,780
82366,Kelly Selection Award for Best HR Team,/HRM-videos/kelly_award_final.flv,2/8/2011 0:00,3/11/2016 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/kelly_selection_award_cover.jpg,.,"<p><font color=""#FFFFFF"">.</font></p>",3/11/2011 0:00,780,HRM,1,,0,780
82367,"Kaplan Professional Award for Best Training, Learning & Development",/HRM-videos/kaplan_award_final.flv,2/8/2011 0:00,3/11/2016 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/kaplan_award_cover.jpg,.,<p>.</p>,3/11/2011 0:00,780,HRM,1,,0,780
82368,Center for Creative Leadership Award for Best Leadership Development,/HRM-videos/ccl_award_final.flv,2/8/2011 0:00,3/11/2016 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/CCl_award_cover.jpg,.,"<p><font color=""#FFFFFF"">.</font></p>",3/11/2011 0:00,780,HRM,1,,0,780
82512,Best Performance & Productivity Practices,/HRM-videos/final_performance_award.flv,2/7/2011 0:00,3/17/2016 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/performance_award_cover.jpg,.,,3/17/2011 0:00,780,HRM,1,,0,780
82513,Best Graduate Development Practices,/HRM-videos/graduate_award_final.flv,2/7/2011 0:00,3/17/2016 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/graduate_award_cover.jpg,.,"<p><font color=""#ffffff"">.</font></p>",3/17/2011 0:00,780,HRM,1,,0,780
82514,Innovation in Recruitment,/HRM-videos/innovation_award_final.flv,2/7/2011 0:00,3/17/2016 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/innovation_award_cover.jpg,.,"<p><font color=""#ffffff"">.</font></p>",3/17/2011 0:00,780,HRM,1,,0,780
82515,Best Use of Technology,/HRM-videos/final_tech_award.flv,2/7/2011 0:00,3/17/2016 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/technology_award_cover.jpg,.,"<p><font color=""#ffffff""><span style=""background-color: rgb(255, 255, 255);"">.</span></font></p>",3/17/2011 0:00,780,HRM,1,,0,780
82516,Best Retention Strategies,/HRM-videos/retention_awards_final.flv,2/7/2011 0:00,3/17/2016 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/retention_award_cover.jpg,.,"<p><font bgcolor=""#FFFFFF"" style=""background-color: rgb(255, 255, 255);"">.</font></p>",3/17/2011 0:00,780,HRM,1,,0,780
82517,Best Change Management Practices,/HRM-videos/change_award_final.flv,2/7/2011 0:00,3/17/2016 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/change_award_cover.jpg,.,"<p><span style=""background-color: rgb(255, 255, 255);"">.</span></p>",3/17/2011 0:00,780,HRM,1,,0,780
82518,Best Corporate & Employee Citizenship,/HRM-videos/citizenship_award_final.flv,2/7/2011 0:00,3/17/2016 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/citizenship_award_cover.jpg,.,"<p><span style=""background-color: rgb(255, 255, 255);"">.</span></p>",3/17/2011 0:00,780,HRM,1,,0,780
82519,Best Mature Workforce Practices,/HRM-videos/mature_award_final.flv,2/7/2011 0:00,3/17/2016 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/mature_award_cover.jpg,.,"<p><font color=""#ffffff""><span style=""background-color: rgb(255, 255, 255);"">.</span></font></p>",3/17/2011 0:00,780,HRM,1,,0,780
82521,Best Work-Life Harmony,/HRM-videos/work_life_award_final.flv,2/7/2011 0:00,3/17/2016 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/work_life_award_cover.jpg,.,"<p><span style=""background-color: rgb(255, 255, 255);"">.</span></p>",3/17/2011 0:00,780,HRM,1,,0,780
82522,Outstanding Contribution to HR,/HRM-videos/outstanding_revised.flv,2/7/2011 0:00,3/17/2016 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/outstanding_cover.jpg,.,"<p><span style=""background-color: rgb(255, 255, 255);"">.</span></p>",3/17/2011 0:00,780,HRM,1,,0,780
82523,Best Regiona HR Practices (Asia),/HRM-videos/regional_award_final.flv,2/7/2011 0:00,3/17/2016 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/regional_award_cover.jpg,.,"<p><span style=""background-color: rgb(255, 255, 255);"">.</span></p>",3/17/2011 0:00,780,HRM,1,,0,780
82524,Best HR Young Gun,/HRM-videos/young_gun_award_final.flv,2/7/2011 0:00,3/17/2016 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/young_gun_cover.jpg,.,"<p><span style=""background-color: rgb(255, 255, 255);"">.</span></p>",3/17/2011 0:00,780,HRM,1,,0,780
82677,Business case for engaging Gen Y,/HRM-videos/devyani01.flv,3/29/2011 0:00,3/30/2016 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/devyani_cover.jpg,"Devyani Vaishampayan, Global HR Director of AET Tankers says that companies will benefit from engaging Gen-Y as they are goal-oriented and collaborative","<p><font size=""2"" face=""Arial""><span class=""750242501-28032011"">Devyani Vaishampayan,  Global HR Director of AET Tankers says that companies will benefit from engaging  Gen-Y as&nbsp;they&nbsp;are goal-oriented and collaborative</span></font></p>",3/24/2011 0:00,780,HRM,1,,0,780
82738,Training for Wildlife,/HRM-videos/pauline_chua01.flv,4/12/2011 0:00,4/12/2016 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/pauline_chua_cover.jpg,"Pauline Chua, HR Director of Wildlife Reserves Singapore says the company provides customised training and development programmes for employees","<p>Pauline Chua, HR Director of Wildlife Reserves Singapore says the company  provides customised training and development programmes for employees</p>",3/29/2011 0:00,780,HRM,1,,0,780
82743,Valuing Leadership,/HRM-videos/andrew_how01.flv,4/19/2011 0:00,4/19/2016 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/andrew_how_cover.jpg,"Asia's best companies value leadership qualities such as ability to execute strategies, inspire his/her team and capacity to learn. Andrew How, Managing Director, Hay Group Singapore, describes how companies can enhance their leaders' competencies in these areas","<p>Asia's best companies value leadership qualities such as ability to execute  strategies, inspire his/her team and capacity to learn. Andrew How, Managing  Director, Hay Group Singapore, describes how companies can enhance their  leaders' competencies in these areas</p>",3/29/2011 0:00,780,HRM,1,,0,780
82758,Coaching for excellence,/HRM-videos/doug_riddle01.flv,4/5/2011 0:00,4/5/2016 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/doug_riddle_cover.jpg,"Doug Riddle, Global Director, Coaching and Feedback Services, The Center for Creative Leadership tells how coaching can help accelerate employee performance","<p><font color=""#000000""><span class=""359370401-31032011""><font size=""2"" face=""Arial"">Doug  Riddle, Global Director, Coaching and Feedback&nbsp;Services, The&nbsp;Center for Creative  Leadership tells&nbsp;how coaching can help accelerate employee performance</font></span></font></p>",3/30/2011 0:00,780,HRM,1,,0,780
83371,Engaging HR young guns,/HRM-videos/bert_wong01.flv,4/26/2011 0:00,4/25/2016 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/bert_wong_cover.jpg,"Bert Wong, Managing Director, Fuji Xerox Singapore, shares how his organisation effectively engages Gen Y employees to bring out their maximum potential","<p>Bert Wong, Managing Director, Fuji Xerox Singapore, shares how his organisation effectively engages Gen Y employees to bring out their maximum potential</p>",4/25/2011 0:00,780,HRM,1,,0,780
83534,Encouraging Diversity,/HRM-videos/clifton_chua01.flv,5/3/2011 0:00,5/3/2016 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/clifton_chua_cover.jpg,"Clifton Chua, Managing Director of FedEx Express Singapore says a diverse workforce gives his company a competitive-edge","<p>Clifton Chua, Managing Director of FedEx Express Singapore says a diverse workforce gives his company a competitive-edge</p>",5/3/2011 0:00,780,HRM,1,,0,780
83774,Branding boosts engagement,/HRM-videos/melanie_hirst01.flv,5/10/2011 0:00,5/10/2016 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/melanie_hirst_cover.jpg,Melanie Hirst of Deutsche Bank says good employer branding can help organisations attract talent and boost employee engagement,<p>Melanie Hirst of Deutsche Bank says good employer branding can help organisations attract talent and boost employee engagement</p>,5/10/2011 0:00,780,HRM,1,,0,780
83876,Branding through leadership,/HRM-videos/vincy_ng01.flv,5/17/2011 0:00,5/17/2016 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/vincy_ng_cover.jpg,"Vincy Ng, HR Director, APAC, Brady Corporation talks about how effective leadership development can cement your employer brand","<p>Vincy Ng, HR Director, APAC, Brady Corporation talks about how effective leadership development can cement your employer brand</p>",5/12/2011 0:00,780,HRM,1,,0,780
84072,HR's big transformation,/HRM-videos/kelly_final01.flv,5/24/2011 0:00,5/24/2016 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/dhiren_shantilal_cover.jpg,"Dhirendra Shantilal, Senior Vice President for the Asia Pacific region at Kelly Services, talks to HRM about the changing needs of HR today","<p>Dhirendra Shantilal, Senior Vice President for the Asia Pacific region at Kelly Services, talks to HRM about the changing needs of HR today</p>
<p>&nbsp;</p>",5/24/2011 0:00,780,HRM,1,,0,780
84118,Acquiring Leadership Skills,/HRM-videos/mike_hughes01.flv,5/17/2011 0:00,5/17/2016 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/mike_hughes_cover.jpg,"Mike Hughes, Consulting Partner at The Ken Blanchard Companies explains that leadership is a skill that can be acquired","<p>Mike Hughes, Consulting Partner at The Ken Blanchard Companies explains that leadership is a skill that can be acquired</p>",5/25/2011 0:00,780,HRM,1,,0,780
84215,The power of engagement,/HRM-videos/david_thomas.flv,5/31/2011 0:00,5/31/2016 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/david_thomas_cover.jpg,"David Thomas, Global Head of Country Human Resource, Standard Chartered Bank shares his thoughts on building an engaged work culture","<p>David Thomas, Global Head of Country Human Resource, Standard Chartered Bank shares his thoughts on building an engaged work culture</p>",5/30/2011 0:00,780,HRM,1,,0,780
84381,Building workforce courage,/HRM-videos/bill_treasurer.flv,6/7/2011 0:00,6/7/2016 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/bill_treasurer_cover.jpg,"Bill Treasurer, chief encouragement officer at Giant Leap Consulting, shows how HR can promote courage at work by making employees slightly ÒuncomfortableÓ","<p>Bill Treasurer, chief encouragement officer at Giant Leap Consulting, shows how HR can promote courage at work by making employees slightly &ldquo;uncomfortable&rdquo;</p>",6/6/2011 0:00,780,HRM,1,,0,780
108531,Career planning strategies,/HRM-videos/che_yaneza.flv,6/14/2011 0:00,6/14/2016 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/che_yaneza_cover.jpg,"Che Yaneza, Assistant Vice President of Learning & Development explains how MediaCorp has several strategies to help employees forge a long-term future in the organisation","<p>Che Yaneza, Assistant Vice President of Learning & Development explains how MediaCorp has several strategies to help employees forge a long-term future in the organisation</p>",6/9/2011 0:00,780,HRM,1,,0,780
108563,Attracting talent through social media,/HRM-videos/conrad01.flv,6/21/2011 0:00,6/21/2016 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/conrad_mcginnis_cover.jpg,"Conrad McGinnis, Social Media Expert, Senior HR Project Consultant, Toyota Financial Services, tells us how social media recruitment can help organisations reach out to untapped talent pools","<p>Conrad McGinnis, Social Media Expert, Senior HR Project Consultant, Toyota Financial Services, tells us how social media recruitment can help organisations reach out to untapped talent pools</p>",6/9/2011 0:00,780,HRM,1,,0,780
108838,Boosting productivity,/HRM-videos/unilever01.flv,6/28/2011 0:00,6/28/2016 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/sumeet_salwan_cover.jpg,"Sumeet Salwan, VP, HR- SEAA, Unilever Asia shares how employee engagement and good leadership are critical for productivity improvements","<p>Sumeet Salwan, VP, HR- SEAA, Unilever Asia shares how employee engagement and good leadership are critical for productivity improvements</p>",6/24/2011 0:00,780,HRM,1,,0,780
109081,Nurturing high-potentials,/HRM-videos/richard_wellins.flv,7/5/2011 0:00,7/5/2016 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/richard_wellins_cover.jpg,Dr Richard Wellins of DDI explains why organisations need to develop high-potentials in order to build a leadership pipeline,<p>Dr Richard Wellins of DDI explains why organisations need to develop high-potentials in order to build a leadership pipeline</p>,7/5/2011 0:00,780,HRM,1,,0,780
109250,Effective employee communication,,7/12/2011 0:00,7/12/2016 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/christina_lu_cover.jpg,"Christina Lu, VP, HR at Volvo shares how her organisation promotes a culture of open communication","<iframe src=""http://blip.tv/play/h7dggsvoSAI.html"" width=""300"" height=""250"" frameborder=""0"" allowfullscreen></iframe><embed type=""application/x-shockwave-flash"" src=""http://a.blip.tv/api.swf#h7dggsvoSAI"" style=""display:none""></embed>",7/11/2011 0:00,780,HRM,1,,0,780
116470,Keeping talent in Symantec,,8/23/2011 0:00,8/23/2016 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/june_cho_cover.jpg,"June Cho, Director, Talent Acquisition (APAC & Japan) of Symantec says that creating a talent pipeline and having a business acumen to keep up with changes in the industry helps the organisation attract and retain talent","<p><iframe height=""250"" frameborder=""0"" width=""300"" src=""http://blip.tv/play/h7dggs71agI.html"" allowfullscreen=""""></iframe><embed type=""application/x-shockwave-flash"" src=""http://a.blip.tv/api.swf#h7dggsvoSAI"" style=""display: none;""></embed></p>",7/13/2011 0:00,780,HRM,1,,0,780
116471,"Happy employees, successful business",,7/19/2011 0:00,7/13/2016 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/clement_goh_cover.jpg,"Clement Goh, Managing Director of the worldÕs largest data centre services provider, Equinix Singapore, shows how the company manages its most Òcritical dataÓ Ð staff","<p><iframe width=""300"" height=""250"" frameborder=""0"" src=""http://blip.tv/play/h7dggs2ZNAI.html"" allowfullscreen=""""></iframe><embed type=""application/x-shockwave-flash"" src=""http://a.blip.tv/api.swf#h7dggsvoSAI"" style=""display: none;""></embed></p>",7/13/2011 0:00,780,HRM,1,,0,780
116509,Fit employees for better productivity,,8/16/2011 0:00,8/17/2016 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/jonathan_fong_cover(1).jpg,"Jonathan Fong, Co-Founder of RacersÕ Toolbox explains the link between good fitness and employee performance","<p><iframe height=""250"" frameborder=""0"" width=""300"" src=""http://blip.tv/play/h7dggsvTHAI.html"" allowfullscreen=""""></iframe><embed type=""application/x-shockwave-flash"" src=""http://a.blip.tv/api.swf#h7dggsvoSAI"" style=""display: none;""></embed></p>",7/14/2011 0:00,780,HRM,1,,0,780
116531,Growing talent internally,,7/26/2011 0:00,7/26/2016 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/rachel_lee_cover.jpg,"Rachel Lee, Regional HR Manager for Vopak Asia says that the company plans and develops talent internally to stay competitive","<p><iframe width=""300"" height=""250"" frameborder=""0"" allowfullscreen="""" src=""http://blip.tv/play/h7dggs2YTgI.html""></iframe><embed style=""display: none;"" src=""http://a.blip.tv/api.swf#h7dggsvoSAI"" type=""application/x-shockwave-flash""></embed></p>",7/15/2011 0:00,780,HRM,1,,0,780
116626,Engaging employees through social media,,8/9/2011 0:00,8/10/2016 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/tiffany_see_cover.jpg,"Tiffany See, HR Director, APAC & Japan, Dell shares how social media tools can improve employee communications","<p><iframe height=""250"" frameborder=""0"" width=""300"" src=""http://blip.tv/play/h7dggtGXMQA.html"" allowfullscreen=""""></iframe><embed type=""application/x-shockwave-flash"" src=""http://a.blip.tv/api.swf#h7dggtGXMQA"" style=""display: none;""></embed></p>",7/21/2011 0:00,780,HRM,1,,0,780
116642,FedExÕs mantra: People-Service-Profit,,8/2/2011 0:00,8/2/2111 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/clifton_chua_cover02.jpg,"Logistics services company FedEx Express delivers not only to its customers but also to its employees. Clifton Chua, Managing Director (Singapore), tells us more","<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""250"" src=""http://blip.tv/play/h7dggs2GaAI.html"" width=""300""></iframe><embed src=""http://a.blip.tv/api.swf#h7dggsvoSAI"" style=""display: none;"" type=""application/x-shockwave-flash""></embed></p>",7/22/2011 0:00,780,HRM,1,,0,780
116688,Innovation through engagement,,8/30/2011 0:00,8/31/2016 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/narihiko_uemura_cover.jpg,"Sony Electronic APACÕs Managing  Director, Narihiko Uemura, tells us how engaging employees at different levels has led to greater innovation and allowed his organisation to become one of the worldÕs most admired companies","<p><iframe width=""300"" height=""250"" frameborder=""0"" allowfullscreen="""" src=""http://blip.tv/play/h7dggtCAJgI.html""></iframe><embed style=""display: none;"" src=""http://a.blip.tv/api.swf#h7dggtCAJgI"" type=""application/x-shockwave-flash""></embed></p>",7/26/2011 0:00,780,HRM,1,,0,780
