idx,title,issue,issue_date,expiry_date,strap,summary,body,updated_date,type,sitecode,published,author,commentboard,tid
192307,"Virgin staff get unlimited leave",,"2014-09-24 00:00:00","2114-09-24 00:00:00",/files/image/vacation.jpg,"Virgin Group founder, Richard Branson, defies business principles and reaps success.","<img alt="""" src=""/files/image/vacation.jpg"" style=""width: 138px; height: 78px; margin-left: 5px; margin-right: 5px; float: left;"" />A job which allows you to take time off whenever you want and you don&rsquo;t even need your manager&rsquo;s approval for it.<br />

<br />

Too good to be true? That&rsquo;s exactly the vacation policy at Virgin in both the UK and the US.&nbsp;<span style=""line-height: 20.7999992370605px;"">In his blogpost, Virgin Group founder&nbsp;Richard Branson, said he got the idea from&nbsp;Netflix inc, one of America&rsquo;s leading companies in the video rental business.</span><br />

<br />

Branson cited an article by the <em>Daily Telegraph</em>, in which it was reported that salaried employees at Netflix got to take as much time off as they wanted to without being tracked.<br />

<br />

This Netflix initiative came about after employees recognised the old-fashioned way of taking time off was at odds with how they really&nbsp;performed their duties, having to respond to emails on weekends and working late nights at home to solve problems online.&nbsp;Since Netflix was not tracking the actual hours employees were logging in each work day, employees felt that the same should apply for holidays.<br />

<br />

This was given a nod by the management. &quot;We should focus on what people get done, not how many hours or days worked. Just as we don&#39;t have a nine to five day policy, we don&#39;t need a vacation policy,&quot; said the company&rsquo;s <em>Reference Guide on our Freedom &amp; Responsibility Culture</em>.<br />

<br />

The company has since scraped its formal plan of tracking employees&#39; leaves and today workers can take their vacation for as long as they want as long as their managers are aware that their duties will be covered.<br />

<br />

The concept of freedom, trust and responsibility seems to be working well for the company.&nbsp;According to the <em>Daily Telegraph</em>, Netflix which was launched in 1999 now has a market cap of nearly $7b while it&rsquo;s biggest rivals Blockbuster, was delisted from the New York Stock Exchange.<br />

<br />

Branson said depending on how well the policy works out in at Virgin&#39;s UK and US parent companies, he will encourage other subsidiaries to follow suit.","2014-09-24 00:00:00",581,HRM,1,,1,581
192317,"Travel time is making younger workers happier",,"2014-09-29 00:00:00","2114-09-25 00:00:00",,"Sending younger staff on business trips is proving to be beneficial.","<img alt="""" src=""/files/image/29320236_xxl%5B1%5Dtrav(1).jpg"" style=""width: 138px; height: 92px; margin-left: 5px; margin-right: 5px; float: left;"" />Looking to improve the performance of your younger workers? Sending them on a &#39;bleisure&#39; trips might do a world of good.<br />

<br />

&lsquo;Bleisure&rsquo; which mixes business with pleasure or leisure is said to improve job satisfaction and loyalty of younger workers, according to a survey conducted by<em> BridgeStreet Global Hospitality.</em><br />

<br />

The survey which polled 640 international travelers found that more than half of respondents said that they have brought family members or other half on such trips which has added value to their work assisgnment revealing a very positive sentiment towards mixing business travel with leisure.<br />

<br />

Here are some additional findings of the survey:

<ul>

	<li>83% of respondents use free time on business trips to explore the city they&#39;re visiting</li>

	<li>The majority of respondents (60%) have taken bleisure trips, with most adding two vacation days to business trips</li>

	<li>The three most popular bleisure activities are: 1.) Sightseeing, 2.) Dining and 3.) Arts/Culture</li>

	<li>96% of respondents believe they gain cultural experience/knowledge through bleisure trips</li>

	<li>More than half of bleisure travelers bring their family members or significant other with them</li>

	<li>78% of respondents agree that adding leisure days to business travel adds value to work assignments</li>

	<li>94% of younger travelers (under 35) are &quot;more than&quot; or &quot;equally&quot; likely to take a bleisure trip in the next five years -- significantly higher than the worldwide average at 60%&nbsp;</li>

</ul>","2014-09-24 00:00:00",581,HRM,1,,1,581
192341,"$60 million boost for medical tech start-ups",,"2014-09-25 00:00:00","2114-09-25 00:00:00",/files/image/medtech.jpg,"More opportunities to foster growth for medical technology start-ups.","<img alt="""" src=""/files/image/14276848_xl%5Bmedt.jpg"" style=""width: 138px; height: 92px; margin-left: 5px; margin-right: 5px; float: left;"" />More assistance will be available for start-ups in the medical technology sector.<br />

<br />

SPRING Singapore and two new accelerators will look to co-invest some $60 million to boost the growth of medical technology start-ups.<br />

<br />

&nbsp;Zicom MedTacc and Med Tech Alliance, the two new accelerators, will look to identify and invest in promising medtech ventures and offer hands-on assistance programmes for businesses.<br />

<br />

Both these accelerators were appointed through Spring Seeds Capital Pte Ltd (SSC), the investment arm of SPRING Singapore.<br />

<br />

With a $30 million fund managed under Spring&rsquo;s Sector Specific Accelerator (SSA) programme, SSC will look to co-invest with the two accelerators on a 1:1 basis. This will bring the total funding to at least $60 million for the medical technology sector.<br />

<br />

&ldquo;Entrepreneurs in the medical technology field are often technically and scientifically proficient, but they may lack the know-how and support in developing a market-ready product in this highly complex and regulated environment. The two new accelerators, backed by established corporate players, will shorten the learning curve and optimise the start-up&rsquo;s chances of success, given the access to funds, deep engineering capabilities and regulatory know-how, as well as market network,&rdquo; said Tan Kai Hoe, Chief Executive of Spring Singapore.<br />

<br />

He said that the inclusion of Zicom MedTacc and Medtech Alliance on board the SSA programme will build on the early but positive traction to nurture and develop the nascent sector.<br />

<br />

&ldquo;I&rsquo;m confident that the new accelerators will groom high-potential medical technology start-ups and entrepreneurs under their wings, to quicken their growth pace and enable longer-term success beyond Singapore shores,&rdquo; Tan added.<br />

<br />

Med Tech Alliance comprises two corporate investors Accuron Technologies, Greatbatch Inc and Lu Yoh-Chie, who is the Executive Chairman of Biosensors.<br />

<br />

&ldquo;This three-way alliance brings valuable global market channels and access from Europe, the United States and Singapore, as each of the partners are headquartered in these countries. Together, we are well-positioned to help start-ups fast-track their growth to major medical devices markets,&rdquo; Lu said.<br />

&nbsp;<br />

Zicom MedTacc and Med Tech Alliance join two other existing accelerators in medical technology sector under the SSA programme. The other two accelerators, Clearbridge Biomedical Sciences Accelerator (CBSA) and Singapore Medtech Accelerator (SMA) were appointed in 2012.","2014-09-25 00:00:00",581,HRM,1,,1,581
192357,"Discriminatory job ad catches flak online",,"2014-09-25 00:00:00","2114-09-25 00:00:00",/files/image/jad.jpg,"Shanghai-based company in Singapore caught in controversy over questionable job ad.","<img alt="""" src=""/files/image/jad.jpg"" style=""width: 138px; height: 92px; margin-left: 5px; margin-right: 5px; float: left;"" />There&rsquo;s nothing sweet about Sugar&rsquo;s latest job ad.&nbsp;<br />

<br />

The company, a Shanghai-based startup operating in Singapore, has caught flak online for all the wrong reasons after posting an ad to hire a Lead Software Engineer.<br />

<br />

Here&rsquo;s what the company listed in the &lsquo;Who We Want&rsquo;? section of its job ad:<br />

<br />

&#39;You are ambitious, intense and entrepreneurial, and you dream of doing truly epic shit with your life. You recoil at the thought of having 1.15 kids, balloting for a flat, saving up for a Toyota and waiting to withdraw your CPF savings at 65 (or 70, or 80, or 120).&#39;<br />

<br />

The company also listed down what they weren&rsquo;t looking for in a &lsquo;Who We Don&rsquo;t Want&rsquo; section:<br />

<br />

&#39;You are a shallow social climber whose dream is to work for Goldman Sachs because it &quot;looks good on your CV&quot;. You went to an Ivy League university because it would &quot;look good on your CV&quot;. But you couldn&#39;t get into Goldman Sachs (or Citibank, or HSBC) because you actually have no passion for finance, just like how you want to buy that Louis Vuitton bag (because it will &quot;look good on your social CV&quot;) despite having no passion for design and craftsmanship. Guess what? If you were rejected by Goldman Sachs, you will be rejected by us too. For exactly the same reasons. Advice: try applying for a government job.&#39;<br />

<br />

&#39;You are a social misfit. You like technology only because you can&#39;t relate to real people. You spend your weekends playing DOTA and in your sleep you dream about your hero reaching Level 38. At school, you were always the last to get picked on any project or sports team. Having a conversation with you is about as interesting as watching paint dry. Advice: go seek help from a mental health professional.&#39;<br />

&nbsp;<br />

The job ad sparked controversy online. &ldquo;I thought I&rsquo;d seen some horrible job ads, but that is the worst!&rsquo; said Craig Read, a twitter user.<br />

<br />

The ad is not the only one to have sparked outrage online, Oldtown White Coffee in Malaysia also drew negative reactions from the online community after posting a discriminatory job ad earlier this week.<br />

&nbsp;<br />

&nbsp;<br />

&nbsp;","2014-09-25 00:00:00",581,HRM,1,,1,581
192365,"Uncovering the truth on surveys",,"2014-09-26 00:00:00","2114-09-25 00:00:00",/files/image/12120256_xl%5B1%5Dsurv2.jpg,"Revealed: 7 outrageous statistics on workplace surveys.","<img alt="""" src=""/files/image/12120256_xl%5B1%5Dsurv2.jpg"" style=""width: 283px; height: 188px; margin-left: 5px; margin-right: 5px; float: left;"" />Most people don&rsquo;t enjoy doing them. Some even find it a waste of time.<br />

<br />

Here&rsquo;s some outrageous statistics gathered from a survey by <em>Officevibe </em>to find out what people really thought about having to do surveys at work:

<ol>

	<li>&frac14; managers view surveys as nothing more but a &lsquo;tick-box&rsquo; exercise.</li>

	<li>20% is the abandon rate for surveys that take more than seven to eight minutes to complete.</li>

	<li>30 % is the average employee survey response rate despite all the costs and efforts to administer employee surveys.</li>

	<li>47% of managers say they spend only two to five days a year on activities relating to their annual engagement survey.</li>

	<li>27% of managers never reviewed survey results at all.</li>

	<li>52% of managers reviewed the results but took no action.</li>

	<li>52% of senior managers felt it provided very accurate assessment while 48% of employees felt the surveys did not provide an accurate assessment.</li>

</ol>

So how do you get people to do a survey? &nbsp;The site had these useful tips to share:



<ol>

	<li>Ensure anonymity for the respondent.</li>

	<li>Be transparent about results</li>

	<li>Keep the survey brief</li>

	<li>Show that managers are on board and proactive</li>

	<li>Explain all benefits to all employees</li>

	<li>Explain what will be done with the results</li>

	<li>Be careful with the incentives!</li>

</ol>","2014-09-25 00:00:00",581,HRM,1,,1,581
192367,"What's keeping UK employees satisfied at work?",,"2014-09-26 00:00:00","2114-09-26 00:00:00",/files/image/24640759_xl%20(1)job.jpg,"Find out which perk is keeping UK employees in their jobs.","<img alt="""" src=""/files/image/24640759_xl%20(1)job.jpg"" style=""width: 103px; height: 138px; margin-left: 5px; margin-right: 5px; float: left;"" />If you&rsquo;re looking to retain your staff, here&rsquo;s a tip: Have good coffee available at work.<br />

<br />

These are some of the small perks in the office that are said to sustain employee morale, according to a UK study conducted by ComRes with coffee maker Nespresso.<br />

<br />

Of the 2,500 office workers surveyed across various industries, 70% said that high quality coffee will make them feel valued at work.<br />

<br />

Coffee comes&nbsp; in second in the list of perks, with &nbsp;&lsquo;Ergonomical office equipment&rsquo; (81%) topping the list.<br />

<br />

The survey revealed that provision of small perks encourages employee interaction and increases employee engagement.<br />

<br />

Two-thirds of those surveyed also said that they would rather find out more about what&rsquo;s going on in the company from conversations over the kettle than from official communications.<br />

<br />

The survey also found that more than one in four also assess the quality of the company by the coffee it provides, with 11 % claiming they would turn down a offer based&nbsp; on the quality of coffee they got at an interview.<br />

<br />

Employees in the creative and communications sector also seemed to have benefitted the most from having coffee breaks with 67% of them saying that they had a creative ideas after these breaks.<br />

<br />

<br />

<br />

&nbsp;","2014-09-25 00:00:00",581,HRM,1,,1,581
192370,"Social media users proving to be the most charitable",,"2014-09-29 00:00:00","2114-09-26 00:00:00",/files/image/31649465_xlsoc.jpg,"Which social media site has the most charitable of users?","<br />

<img alt="""" src=""/files/image/31649465_xlsoc.jpg"" style=""width: 138px; height: 97px; margin-left: 5px; margin-right: 5px; float: left;"" />We&rsquo;ve all seen the negative side of social media but there&rsquo;s no denying the many positive sides of it.<br />

<br />

In fact, the most charitable people can be found on social media, according to a recent survey by SurveyMonkey.<br />

<br />

The study found that an average of nearly 64% who identified themselves as Facebook, Twitter, LinkedIn, Pinterest and Google+ users have donated $100 or more to charitable causes in the last year.Only an average of just 6.5% have said they have not given money to charitable causes in the last year.<br />

<br />

A notable 51% of respondents also noted that they hear about new social good initiatives on social media first.<br />

<br />

Of the many social media platforms, LinkedIn users have been found out to be the most charitable to causes in the last year with more than 70% claiming to have donated $100 or more.&nbsp;<br />

<br />

Among the five social networks, Facebook has the highest percentage of users who said they have not given any money to charitable causes in the past year.<br />

<br />

LinkedIn users have also emerged as the most charitable with their time with 49% users claiming to have&nbsp;donated 10 hours of their time. Facebook and Twitter users appeared to have invested the least time in charitable causes.<br />

<br />

However, LinkedIn still does not seem to be viewed as they key driver for social media campaign, as the survey results showed that less than 1% of all respondents believe that it is the most effective social network for promoting social good initiatives.<br />

<br />

92% also say they have never found out about a charitable cause or been incentivised to donate to a cause through LinkedIn.<br />

<br />

The survey was conducted with more than 1,000 U.S adults who were aged 18 or older that identified themselves as regular social media users.<br />

&nbsp;<br />

&nbsp;<br />

&nbsp;<br />

&nbsp;","2014-09-25 00:00:00",581,HRM,0,,1,581
192406,"An office that vanishes after 6pm",,"2014-09-26 00:00:00","2114-09-26 00:00:00",/files/image/worklife2.jpg,"Is this 'disappearing office' concept the answer to work-life balance?","<img alt="""" src=""/files/image/worklife2.jpg"" style=""width: 271px; height: 250px; margin-left: 5px; margin-right: 5px; float: left;"" />It&#39;s 6pm on a Friday and you&#39;re still slogging at work. Can work-life balance be ever achieved?<br />

<br />

A company in Holland is taking special efforts to reinforce work-life balance to ensure staff don&#39;t continue working late.<br />

<br />

To achieve this, the Amsterdam-based design studio Heldergroen is using the concept of a &#39;disappearing office&#39; to reinforce work-life balance, as reported by lifestyle publication <em>Trendhunter</em><em>. </em>How&rsquo;s that for creativity?<br />

<br />

At 6pm each day, desks are literally lifted to the ceiling with the use of a key-operated lifting mechanism and steel-ceiling cables. All paperwork left on the desk will return in the same position the very next day when they return to work.<br />

<br />

Employees are encouraged to use their office space however they like after 6pm, just as long as it isn&#39;t work-related. This could mean putting on their dance shoes and using the office space as a dance floor or perhaps, even a yoga studio.<br />

<br />

With the topic of work-life balance coming under the spotlight recently, Heldergroen&rsquo; s &lsquo;disappearing office&rsquo; concept should set more companies thinking about innovative ways to achieve work-life balance.<br />

<br />

One things for sure, we just hope employees are reminded not to leave their house keys hanging around on the desk after 6pm!<br />

<br />

<a href=""http://video.cnbc.com/gallery/?video=3000311625"" rel=""nofollow"">Here</a>&#39;s a video clip on <a href=""http://video.cnbc.com/gallery/?video=3000311625"" rel=""nofollow"">Heldergroen by CNBC</a>.

<p><o:p></o:p></p>","2014-09-26 00:00:00",581,HRM,1,,1,581
192411,"KPMG gives staff better accesibility to London housing",,"2014-09-29 00:00:00","2114-09-29 00:00:00",/files/image/6902165_xlhouse.jpg,"Staff are getting better deals for housing property.","<img alt="""" src=""/files/image/6902165_xlhouse.jpg"" style=""width: 138px; height: 95px; margin-left: 5px; margin-right: 5px; float: left;"" />Housing property in London will be soon made more accessible. KPMG has teamed up with Clydesdale and Yorkshire banks to address the issue of inaccessibility with sees London&rsquo;s housing market made available to all but the highest earners.<br />

<br />

This initiative was unveiled to staff last week. It is part of the private banking package for employees that include preferential mortgage rates that is negotiated by KPMG.<br />

<br />

The issue of inaccessibility to the London housing, even to young well-paid employees has come under the spotlight recently, but little seems to have been done to address the issue.<br />

<br />

According to the Financial Times, it is understood that mortage brokers have said that corporations are unlikely to sign up to commitments which are long-term such as guaranteeing the housing debts of employees who may eventually leave.<br />

<br />

For Clydesdale and Yorkshire banks, the move was indeed a success after having beaten rival banks in the tendering process to earn a contract with KPMG.&nbsp;<br />

<br />

The initiative opens the opportunity to access a larger group of new customers.<br />

<br />

KPMG believes that the cost of buying property has been one of the factors that is stopping younger workers to move to London and this is affecting the ability of companies to retain talent.","2014-09-26 00:00:00",581,HRM,1,,1,581
192412,"Productivity push still a challenge for local SMEs",,"2014-09-29 00:00:00","2114-09-29 00:00:00",/files/image/10027853_xl%5B1%5Dprod.jpg,"SMEs are still trying to cope with promoting productivity.","<img alt="""" src=""/files/image/10027853_xl%5B1%5Dprod.jpg"" style=""margin-left: 5px; margin-right: 5px; float: left; width: 128px; height: 115px;"" />Promoting productivity is still a challenge to most companies in Singapore. This is according to latest findings of a survey released by Singapore Business Federation (SBF).<br />

<br />

In its survey conducted in 2013 with about 3,000 small and medium enterprises (SMEs), the SBF said that the challenge of promoting productivity was mainly due to the lack of right manpower in these companies.<br />

<br />

The survey also revealed that 85% of the companies polled were worried about labour costs. This was 13% per higher than the 72% that was polled the year before.<br />

<br />

However there were some encouraging signs for companies which tapped on IT for productivity, with 86% seeing benefits within the first year.<br />

<br />

To drive productivity, SBF and the Singapore National Employers&rsquo; Federation will be organising the National Productivity Month starting October 7. The event will have conference that will showcase and demonstrate productivity initiatives.","2014-09-26 00:00:00",581,HRM,1,,1,581
192447,"Growth of foreign workforce down",,"2014-09-29 00:00:00","2114-09-29 00:00:00",/files/image/10063453_xlwf.jpg,"Fewer foreigners hired, as Singapore witnesses slowest population growth in decade.","<img alt="""" src=""/files/image/10063453_xlwf.jpg"" style=""width: 138px; height: 92px; margin-left: 5px; margin-right: 5px; float: left;"" />Foreign employment growth has slowed down to 3.0% in the year ending June 2014 as compared to 5.9% the previous year with the Government taking concrete steps to slow down foreign workforce growth to a more sustainable pace.<br />

<br />

Foreign employment growth was mainly driven by the construction sector, with two-thirds of foreign employment growth coming from this sector.<br />

<br />

This was highlighted in a recent annual report published by the National Population and Talent Division (NPTD).<br />

<br />

The report also noted that as a result of the moderation in foreign employment growth, Singapore witnessed the slowest growth in the last decade, with the total population only growing by 1.3% from June 2013 to 2014.<br />

<br />

Singapore&rsquo;s total population now stands at 5.47 million as at June this year.<br />

<br />

Singapore&rsquo;s non-resident population has also slowed down to 2.9% down from 4.0% in the previous year. This comprises individuals holding work passes, dependents and international students.<br />

<br />

Going forward, the report cautioned that businesses will continue to face a tight labour market as Singapore looks to restructure its economy. The Government will help businesses, grow and succeed, to create quality jobs for Singaporeans, the NPTD said.<br />

&nbsp;<br />

&nbsp;","2014-09-29 00:00:00",581,HRM,1,,1,581
192453,"Are firms ready for more 'millennials' in the workforce?",,"2014-09-30 00:00:00","2114-09-30 00:00:00",/files/image/22663388_xxl%5B1%5Dfuture(1).jpg,"Survey reveals firms need to improve in the area of talent management.","<img alt="""" src=""/files/image/22663388_xxl%5B1%5Dfuture(1).jpg"" style=""width: 138px; height: 92px; margin-left: 5px; margin-right: 5px; float: left;"" />The fear of being obsolete and the need for competitive compensation and benefits are key concerns for employees in the Asia Pacific region according to a new report&nbsp;by SAP which was produced with research group, Oxford Economics.<br />

<br />

More than 5,400 executives and employees were surveyed in 27 countries which included Australia, China, India and Malaysia.<br />

<br />

Companies in the region are ahead in workforce training and mentoring but are still behind when it comes to talent management and adopting new technology.<br />

<br />

The survey also identified millennials-those born in the 1980s or 1990s- entering the workforce as the top labour market shift &nbsp;that will affect workforce strategy.<br />

<br />

Asia Pacific companies are failing to fully recognise talent management changes that will be required, the study revealed. Only 27% executives in the region view long-term loyalty and retention as part of their talent strategy.<br />

<br />

Creativity and problem-solving skills also ranks low among executives at about 5%, making it half of the weight given to these worldwide.<br />

<br />

For employees in Asia Pacific, defining opportunities for career development is the most important factor to increase loyalty and engagement (46%), followed by more comprehensive benefits (45%) and higher compensation (44%).<br />

<br />

The study also shows that millennials are more similar to non-millennial coworkers than expected, with almost the same percentage of millennials (21%) and non-millennials (24%) likely to leave their jobs in the next six months.<br />

<br />

As the influx of young, ambitious employees join the workforce across Asia Pacific, it is critical for companies to recognise that their talent management practices and policies will need to evolve,&rdquo; said Adaire Fox-Martin, President of SAP Asia Pacific Japan.<br />

<br />

Although the need for skills such as analytics, cloud and programme/development is expected to grow sizably over the next three years, less than half of employees are expected to be proficient in these areas during this timeframe.<br />

<br />

Executives also note an impact, but to a lesser degree as &nbsp;on required investments in HR technology and HR policy. Only 28% of executives have ample data about the workforce to understand their skill strengths and weakness while the same percentage uses quantifiable metrics and benchmarking as part of their workforce strategy.<br />

<br />

&ldquo;Workforce 2020 reveals that employees in Asia Pacific are career-driven, especially millennials, and what they need is not isolated training, but more leadership and career guidance,&rdquo; explained Fox-Martin. &ldquo;Armed with this sort of data and the right tools, companies will be better equipped to invest resources in the right people and programs that will drive retention and help meet business objectives. As millennials shape the future of work, every company must transform itself as an employer in order to compete for talent,&rdquo; he added.<br />

&nbsp;<br />

&nbsp;<br />

&nbsp;<br />

&nbsp;<br />

&nbsp;","2014-09-29 00:00:00",581,HRM,1,,1,581
192455,"Lack of coaching is affecting sales performance",,"2014-09-30 00:00:00","2114-09-30 00:00:00",/files/image/19872171_xxlsales.jpg,"What's stopping managers from giving sales coaching?","<img alt="""" src=""/files/image/19872171_xxlsales.jpg"" style=""width: 138px; height: 92px; margin-left: 5px; margin-right: 5px; float: left;"" />The lack of coaching is contributing to poor sales performance despite it being identified as the most important tool to boost performance.<br />

<br />

This is according to a global survey by Forum Asia Pacific and The Sales Management Association. The survey <em>Measuring Sales Management&rsquo;s Coaching Impact </em>revealed that a quarter of managers are still not coaching their sales teams despite admitting that it is important.<br />

<br />

The research represents data from over 200 companies, employing a total of more than 500,000 sales people.<br />

<br />

Experts in leadership development and sales performance training found that the main obstacles to effective coaching were that managers were either too busy to coach or that they didn&rsquo;t know how to coach.<br />

<br />

Others believe they weren&rsquo;t expected to coach or be held accountable for coaching.<br />

<br />

The report also showed that on average, sales coaching is given more to under-performers, new starters or those that specifically request it. This, revealing that managers only tend to coach more when they have to instead of doing it proactively as part of their daily management routine.<br />

<br />

Despite the evidence of poor coaching practice, those surveyed identified sales coaching as the most important of all sales in activities in improving the company&rsquo;s overall sales effectiveness.Coaching was rated ahead of sales training, new customer acquisition and cross-selling/up-selling, as being the activity to &nbsp;most influence sales performance.<br />

<br />

&ldquo;Sales coaching is the single most impactful strategy that organisations can implement to increase sales effectiveness and ultimately, reach and even exceed targets. Our study found that high performing firms provide 15-20% more coaching compared to other firms and do so across salesperson levels,&rdquo; said Cynthia Stuckey, Managing Director of Forum Asia Pacific.<br />

&nbsp;<br />

The report also showed that organisations are failing managers by not providing the basic elements of a successful coaching programme.<br />

<br />

&quot;Executive endorsement, management accountability, success measurement and pre-determined program objectives are all characteristics commonly found in the humblest of initiatives but we, together with Forum, have found that they remain missing in many sales coaching programs today,&quot; said Robert Kelly, chairman and founder of The Sales Management Association.","2014-09-29 00:00:00",581,HRM,1,,1,581
192456,"More Singaporean firms adopting Integrated Reporting.",,"2014-09-30 00:00:00","2114-09-30 00:00:00",/files/image/4256925_xxlcbd.jpg,"More Singaporean firms are bracing themselves for Integrated Reporting but more needs to be done in terms of linking information.","<img alt="""" src=""/files/image/4256925_xxlcbd.jpg"" style=""width: 138px; height: 92px; margin-left: 5px; margin-right: 5px; float: left;"" />Singapore is already taking steps to adopt Integrated Reporting (IR) with companies here already incorporating aspects of it in their annual reports.<br />

<br />

This was revealed in the study <em>Towards More Relevant Reporting</em> conducted by PwC. The study the first of its kind examined 30 companies on the Straits Times Index (STI) .It was undertaken to understand where leading companies stand in regards to IR.<br />

<br />

The study also found that many of Singaporean companies were already including aspects of the IR framework, such as information about strategy, business models as well as risks and opportunities. However, the PwC noted that companies need to better link IR elements to create a more relevant value creation story to stakeholders.<br />

<br />

&nbsp;The IR framework was launched in December 2013 for companies to create greater insight to resources. The framework will be used to accelerate adoption of IR across the world. It applies principles and concepts focused on greater cohesion and efficiency to the reporting process, and adopting &lsquo;integrated thinking&rsquo; as a way of breaking down internal silos and reducing duplication.<br />

<br />

The framework is currently on trial in over 25 countries and Singapore&rsquo;s DBS Bank is one of the 100 companies world-wide testing the framework.<br />

<br />

While the study found that Singaporean companies were already disclosing some of the elements set out in the IR framework, it was also observed that there were many disclosures. there was still a lack of linkage between the information provided.&nbsp;It also pointed out that the strength of IR was not in individual disclosures for each content element but in the interconnectivity between all the content elements to tell an intergrated value creation story.<br />

<br />

Historical and financial reporting also seemed to remained the focus for companies in the study conducted and many more are still reluctant to have a more extensive discussion.&nbsp;There is also a lack of discussion around non-financial variables which affects a companies ability to deliver value.","2014-09-29 00:00:00",581,HRM,0,,1,581
192485,"Incentives offered for firms who re-employ beyond 65",,"2014-09-30 00:00:00","2114-09-30 00:00:00",/files/image/8755169_xxlmatureworker.jpg,"More perks for employers who rehire mature workers.","<img alt="""" src=""/files/image/8755169_xxlmatureworker.jpg"" style=""width: 138px; height: 91px; margin-left: 5px; margin-right: 5px; float: left;"" />From next January,&nbsp;incentives will be given to firms who voluntarily re-employ their workers beyond the age of 65, before legislation kicks in.<br />

<br />

The move has come after the Government accepted the recommendations of this &ldquo;promotional approach&rdquo; by the Tripartite Committee on Employability of Older Workers (Tricom) yesterday.<br />

<br />

The government is said to be &ldquo;considering positively&rdquo; the Tricom&rsquo;s recommendations to provide incentives to support companies that voluntarily re-employ their older workers beyond the age of 65. The Ministry of Manpower is working with tripartite partners and the Ministry of Finance on an incentive package to be announced early next year and made effective from 1 January 2015.<br />

<br />

Currently, companies are required by legislation to offer re-employment to workers who turn 62 till they turn 65. However, as part of its work to support the continued employment of older workers, the Tricom has been discussing the timeline for raising the re-employment age from 65 to 67 having consulted stakeholders such as union and employer groups.<br />

<br />

&ldquo;The overall aim is to maintain the employability of our older workers and keep as many of them turning 65 in employment as possible. The tripartite partners are committed to continue our promotional efforts to encourage more employers to re-employ beyond 65, and will also work with the government on possible incentives to support employers doing so,&quot; said Dr Amy Khor, Tricom Chairperson and Senior Minister of State for Manpower and Health.<br />

<br />

Minister of Manpower Tan Chuan-Jin accepted the Tricom&rsquo;s recommendations on behalf of the Government and said that &ldquo;starting with promotion is not new&rdquo;, noting that the same approach was adopted in 2012 when the Government first introduced the requirement for companies to re-employ workers till 65.<br />

<br />

&ldquo;We are allowing companies adequate time to adjust before legislating, and will provide incentives for employers who voluntarily re-employ older workers beyond 65 ahead of it being legislated,&rdquo; he said.<br />

<br />

Meanwhile, Stephen Lee, Immediate Past President of Singapore National Employers Federation, said that the move was welcomed on employer&#39;s front with the timeframe given to help them manage their older workers.<br />

<br />

&ldquo;We therefore welcome the time given to help employers to manage their older workers over the next few years before legislation sets in. In particular, employers need to make the effort where necessary to restructure their wage system or to redesign jobs so that they can fulfil their extended re-employment obligations from 62 to 67. I urge employers to consider extending the re-employment of their employees beyond the age of 65 in the meantime to meet their manpower requirements,&rdquo; he said.","2014-09-30 00:00:00",581,HRM,1,,1,581
192493,"Workers want more collaboration",,"2014-10-01 00:00:00","2114-10-01 00:00:00",/files/image/9217179_xl%5B1%5Dcollab.jpg,"Singaporean employees believe that technology will further aid workplace collaboration.","<img alt="""" src=""/files/image/9217179_xl%5B1%5Dcollab.jpg"" style=""width: 138px; height: 92px; margin-left: 5px; margin-right: 5px; float: left;"" />More than eight in 10 Singaporean workers believe that employees should spend more time promoting collaboration among staff and the majority (92%) of those surveyed believe that collaboration will become more important with the advancement of technology.<br />

&nbsp;<br />

This is according to the <em>Q3 Randstand Workmonitor, </em>global quarterly survey released yesterday. Results from the survey also show that a third of employees (36%) are not provided with relevant tools and training to work effectively in diverse teams.<br />

&nbsp;<br />

Michael Smith, Country Director of Randstand Singapore noted that the world of work is changing amid the rapid growth of technology and virtual collaborations tools.<br />

<br />

Employees in Singapore not only work with colleagues who are physically located in the office, but they can easily link up with regional and global counterparts through faster internet connectivity and digital collaboration tools.<br />

&nbsp;<br />

&ldquo;In fact, our survey results show that seven in 10 (70 percent) employees now spend more time collaborating with colleagues than they did five years ago.<br />

&nbsp;<br />

&ldquo;This growth in collaboration and the need for greater connectivity means employers should ensure their employees are equipped with the necessary skills and tools to allow them to collaborate effectively &ndash; especially if they are working in different time zones,&rdquo; he said.<br />

&nbsp;<br />

Results also show that while 67% employees believe they perform better in teams than individually, it takes specific social skills to do so, according to 91% of employees.<br />

&nbsp;<br />

&ldquo;This is especially so with today&rsquo;s increasingly diverse workforce where different age groups, genders and cultural backgrounds work alongside each other,&quot; Smith explained.<br />

<br />

&quot;Employees need to understand that everyone has different styles of working and communicating, and they need to be aware of these differences when working in a team.&quot;<br />

&nbsp;<br />

The survey also found that diversity is an important factor at the workplace with 69% of employees believing that diverse teams always outperform teams with similar members.<br />

&nbsp;<br />

&ldquo;Diversity in a team encourages innovation and creativity and can help employees broaden their work experience as they will be exposed to a range of different perspectives and areas of expertise,&rdquo; Smith concluded.","2014-09-30 00:00:00",581,HRM,1,,1,581
